Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal
1996,Atlanta,Canoë / Kayak,Canoë / Kayak F, Attila Adrovicz,Hongrie,Men,K-4 1000M (Kayak Quatre),Argent
1996,Atlanta,Canoë / Kayak,Canoë / Kayak F, Ferenc Csipes,Hongrie,Men,K-4 1000M (Kayak Quatre),Argent
1996,Atlanta,Canoë / Kayak,Canoë / Kayak F, Gabor Horvath,Hongrie,Men,K-4 1000M (Kayak Quatre),Argent
1996,Atlanta,Canoë / Kayak,Canoë / Kayak F, Andras Rajna,Hongrie,Men,K-4 1000M (Kayak Quatre),Argent
1996,Atlanta,Canoë / Kayak,Canoë / Kayak F, Agneta Andersson,Suède,Women,K-4 500M (Kayak Quatre),Bronze
1996,Atlanta,Canoë / Kayak,Canoë / Kayak F, Ingela Ericsson,Suède,Women,K-4 500M (Kayak Quatre),Bronze
1996,Atlanta,Canoë / Kayak,Canoë / Kayak F, Anna Olsson,Suède,Women,K-4 500M (Kayak Quatre),Bronze
1996,Atlanta,Canoë / Kayak,Canoë / Kayak F, Susanne Rosenqvist,Suède,Women,K-4 500M (Kayak Quatre),Bronze
1996,Atlanta,Canoë / Kayak,Canoë / Kayak F, Birgit Fischer,Allemagne,Women,K-4 500M (Kayak Quatre),Or
1996,Atlanta,Canoë / Kayak,Canoë / Kayak F, Manuela Mucke,Allemagne,Women,K-4 500M (Kayak Quatre),Or
1996,Atlanta,Canoë / Kayak,Canoë / Kayak F, Ramona Portwich,Allemagne,Women,K-4 500M (Kayak Quatre),Or
1996,Atlanta,Canoë / Kayak,Canoë / Kayak F, Anett Schuck,Allemagne,Women,K-4 500M (Kayak Quatre),Or
1996,Atlanta,Canoë / Kayak,Canoë / Kayak F, Daniela Baumer,Suisse,Women,K-4 500M (Kayak Quatre),Argent
1996,Atlanta,Canoë / Kayak,Canoë / Kayak F, Sabine Eichenberger,Suisse,Women,K-4 500M (Kayak Quatre),Argent
1996,Atlanta,Canoë / Kayak,Canoë / Kayak F, Ingrid Haralamow,Suisse,Women,K-4 500M (Kayak Quatre),Argent
1996,Atlanta,Canoë / Kayak,Canoë / Kayak F, Gabi Mueller,Suisse,Women,K-4 500M (Kayak Quatre),Argent
1996,Atlanta,Canoë / Kayak,Canoë / Kayak S, Patrice Estanguet,France,Men,C-1 (Canoë simple),Bronze
1996,Atlanta,Canoë / Kayak,Canoë / Kayak S, Michal Martikan,Slovaquie,Men,C-1 (Canoë simple),Or
1996,Atlanta,Canoë / Kayak,Canoë / Kayak S, Lukas Pollert,République tchèque,Men,C-1 (Canoë simple),Argent
1996,Atlanta,Canoë / Kayak,Canoë / Kayak S, Andre Ehrenberg,Allemagne,Men,C-2 (Canoë double),Bronze
1996,Atlanta,Canoë / Kayak,Canoë / Kayak S, Michael Senft,Allemagne,Men,C-2 (Canoë double),Bronze
1996,Atlanta,Canoë / Kayak,Canoë / Kayak S, Franck Adisson,France,Men,C-2 (Canoë double),Or
1996,Atlanta,Canoë / Kayak,Canoë / Kayak S, Wilfrid Forgues,France,Men,C-2 (Canoë double),Or
1996,Atlanta,Canoë / Kayak,Canoë / Kayak S, Jiri Rohan,République tchèque,Men,C-2 (Canoë double),Argent
1996,Atlanta,Canoë / Kayak,Canoë / Kayak S, Miroslav Simek,République tchèque,Men,C-2 (Canoë double),Argent
1996,Atlanta,Canoë / Kayak,Canoë / Kayak S, Thomas Becker,Allemagne,Men,K-1 (kayak simple),Bronze
1996,Atlanta,Canoë / Kayak,Canoë / Kayak S, Oliver Fix,Allemagne,Men,K-1 (kayak simple),Or
1996,Atlanta,Canoë / Kayak,Canoë / Kayak S, Andraz Vehovar,Slovénie,Men,K-1 (kayak simple),Argent
1996,Atlanta,Canoë / Kayak,Canoë / Kayak S, Myriam Fox-Jerusalmi,France,Women,K-1 (kayak simple),Bronze
1996,Atlanta,Canoë / Kayak,Canoë / Kayak S, Stepanka Hilgertova,République tchèque,Women,K-1 (kayak simple),Or
1996,Atlanta,Canoë / Kayak,Canoë / Kayak S, Dana Chladek,États-Unis,Women,K-1 (kayak simple),Argent
1996,Atlanta,Cyclisme,Route cycliste, Max Sciandri,Royaume-Uni,Men,Course sur route individuelle,Bronze
1996,Atlanta,Cyclisme,Route cycliste, Pascal Richard,Suisse,Men,Course sur route individuelle,Or
1996,Atlanta,Cyclisme,Route cycliste, Rolf Soerensen,Danemark,Men,Course sur route individuelle,Argent
1996,Atlanta,Cyclisme,Route cycliste, Clara Hughes,Canada,Women,Course sur route individuelle,Bronze
1996,Atlanta,Cyclisme,Route cycliste, Jeannie Longo-Ciprelli,France,Women,Course sur route individuelle,Or
1996,Atlanta,Cyclisme,Route cycliste, Imelda Chiappa,Italie,Women,Course sur route individuelle,Argent
1996,Atlanta,Cyclisme,Route cycliste, Christopher Miles Boardman,Royaume-Uni,Men,Contre-la-montre individuel,Bronze
1996,Atlanta,Cyclisme,Route cycliste, Miguel Indurain,Espagne,Men,Contre-la-montre individuel,Or
1996,Atlanta,Cyclisme,Route cycliste, Abraham Olano,Espagne,Men,Contre-la-montre individuel,Argent
1996,Atlanta,Cyclisme,Route cycliste, Clara Hughes,Canada,Women,Contre-la-montre individuel,Bronze
1996,Atlanta,Cyclisme,Route cycliste, Zoulfia Zabirova,Russie,Women,Contre-la-montre individuel,Or
1996,Atlanta,Cyclisme,Route cycliste, Jeannie Longo-Ciprelli,France,Women,Contre-la-montre individuel,Argent
1996,Atlanta,Cyclisme,Piste cyclable, Takanobu Jumonji,Japon,Men,1KM contre la montre,Bronze
1996,Atlanta,Cyclisme,Piste cyclable, Florian Rousseau,France,Men,1KM contre la montre,Or
1996,Atlanta,Cyclisme,Piste cyclable, Erin W. Hartwell,États-Unis,Men,1KM contre la montre,Argent
1996,Atlanta,Cyclisme,Piste cyclable, Bradley Mcgee,Australie,Men,Poursuite individuelle,Bronze
1996,Atlanta,Cyclisme,Piste cyclable, Andrea Collinelli,Italie,Men,Poursuite individuelle,Or
1996,Atlanta,Cyclisme,Piste cyclable, Philippe Ermenault,France,Men,Poursuite individuelle,Argent
1996,Atlanta,Cyclisme,Piste cyclable, Judith Arndt,Allemagne,Women,Poursuite individuelle,Bronze
1996,Atlanta,Cyclisme,Piste cyclable, Antonella Bellutti,Italie,Women,Poursuite individuelle,Or
1996,Atlanta,Cyclisme,Piste cyclable, Marion Clignet,France,Women,Poursuite individuelle,Argent
1996,Atlanta,Cyclisme,Piste cyclable, Stuart O'Grady,Australie,Men,Course aux points,Bronze
1996,Atlanta,Cyclisme,Piste cyclable, Silvio Martinello,Italie,Men,Course aux points,Or
1996,Atlanta,Cyclisme,Piste cyclable, Brian Walton,Canada,Men,Course aux points,Argent
1996,Atlanta,Cyclisme,Piste cyclable, Lucy Tyler Sharman,Australie,Women,Course aux points,Bronze
1996,Atlanta,Cyclisme,Piste cyclable, Nathalie Lancien,France,Women,Course aux points,Or
1996,Atlanta,Cyclisme,Piste cyclable, Ingrid Haringa,Pays-Bas,Women,Course aux points,Argent
1996,Atlanta,Cyclisme,Piste cyclable, Ingrid Haringa,Pays-Bas,Women,Sprint,Bronze
1996,Atlanta,Cyclisme,Piste cyclable, Felicia Ballanger,France,Women,Sprint,Or
1996,Atlanta,Cyclisme,Piste cyclable, Michelle Ferris,Australie,Women,Sprint,Argent
1996,Atlanta,Cyclisme,Piste cyclable, Curtis Harnett,Canada,Men,Sprint Indivual,Bronze
1996,Atlanta,Cyclisme,Piste cyclable, Jens Fiedler,Allemagne,Men,Sprint Indivual,Or
1996,Atlanta,Cyclisme,Piste cyclable, Marty Nothstein,États-Unis,Men,Sprint Indivual,Argent
1996,Atlanta,Cyclisme,Piste cyclable, Brett Aitken,Australie,Men,Poursuite par équipe (4000M),Bronze
1996,Atlanta,Cyclisme,Piste cyclable, Bradley Mcgee,Australie,Men,Poursuite par équipe (4000M),Bronze
1996,Atlanta,Cyclisme,Piste cyclable, Stuart O'Grady,Australie,Men,Poursuite par équipe (4000M),Bronze
1996,Atlanta,Cyclisme,Piste cyclable, Timothy O'Shannessey,Australie,Men,Poursuite par équipe (4000M),Bronze
1996,Atlanta,Cyclisme,Piste cyclable, Dean Woods,Australie,Men,Poursuite par équipe (4000M),Bronze
1996,Atlanta,Cyclisme,Piste cyclable, Christophe Capelle,France,Men,Poursuite par équipe (4000M),Or
1996,Atlanta,Cyclisme,Piste cyclable, Philippe Ermenault,France,Men,Poursuite par équipe (4000M),Or
1996,Atlanta,Cyclisme,Piste cyclable, Jean-Michel Monin,France,Men,Poursuite par équipe (4000M),Or
1996,Atlanta,Cyclisme,Piste cyclable, Francis Moreau,France,Men,Poursuite par équipe (4000M),Or
1996,Atlanta,Cyclisme,Piste cyclable, Anton Chantyr,Russie,Men,Poursuite par équipe (4000M),Argent
1996,Atlanta,Cyclisme,Piste cyclable, Eduard Gritsun,Russie,Men,Poursuite par équipe (4000M),Argent
1996,Atlanta,Cyclisme,Piste cyclable, Nikolai Kuznetsov,Russie,Men,Poursuite par équipe (4000M),Argent
1996,Atlanta,Cyclisme,Piste cyclable, Alexei Markov,Russie,Men,Poursuite par équipe (4000M),Argent
1996,Atlanta,Cyclisme,Vélo de montagne, Miguel Martinez,France,Men,Cross-Country,Bronze
1996,Atlanta,Cyclisme,Vélo de montagne, Bart Brentjens,Pays-Bas,Men,Cross-Country,Or
1996,Atlanta,Cyclisme,Vélo de montagne, Thomas Frischknecht,Suisse,Men,Cross-Country,Argent
1996,Atlanta,Cyclisme,Vélo de montagne, Susan Demattei,États-Unis,Women,Cross-Country,Bronze
1996,Atlanta,Cyclisme,Vélo de montagne, Paola Pezzo,Italie,Women,Cross-Country,Or
1996,Atlanta,Cyclisme,Vélo de montagne, Alison Sydor,Canada,Women,Cross-Country,Argent
1996,Atlanta,Équitation,Dressage, Sven Rothenberger,Pays-Bas,Men,Individuel,Bronze
1996,Atlanta,Équitation,Dressage, Isabell Werth,Allemagne,Women,Individuel,Or
1996,Atlanta,Équitation,Dressage, Anky Van Grunsven,Pays-Bas,Women,Individuel,Argent
1996,Atlanta,Équitation,Dressage, Robert Jeffrey Dover,États-Unis,Men,Équipe,Bronze
1996,Atlanta,Équitation,Dressage, Guenter Seidel,États-Unis,Men,Équipe,Bronze
1996,Atlanta,Équitation,Dressage, Klaus Balkenhol,Allemagne,Men,Équipe,Or
1996,Atlanta,Équitation,Dressage, Martin Schaudt,Allemagne,Men,Équipe,Or
1996,Atlanta,Équitation,Dressage, Sven Rothenberger,Pays-Bas,Men,Équipe,Argent
1996,Atlanta,Équitation,Dressage, Michelle Gibson,États-Unis,Women,Équipe,Bronze
1996,Atlanta,Équitation,Dressage, Steffen Peters,États-Unis,Women,Équipe,Bronze
1996,Atlanta,Équitation,Dressage, Monica Teodorescu,Allemagne,Women,Équipe,Or
1996,Atlanta,Équitation,Dressage, Isabell Werth,Allemagne,Women,Équipe,Or
1996,Atlanta,Équitation,Dressage, Maria Anna Bartels De Vries,Pays-Bas,Women,Équipe,Argent
1996,Atlanta,Équitation,Dressage, Gonnelien Rothenberger,Pays-Bas,Women,Équipe,Argent
1996,Atlanta,Équitation,Dressage, Anky Van Grunsven,Pays-Bas,Women,Équipe,Argent
1996,Atlanta,Équitation,Concours complet d'équitation, Blyth Tait,Nouvelle-Zélande,Men,Individuel,Or
1996,Atlanta,Équitation,Concours complet d'équitation, Kerry Millikin,États-Unis,Women,Individuel,Bronze
1996,Atlanta,Équitation,Concours complet d'équitation, Sally Clark,Nouvelle-Zélande,Women,Individuel,Argent
1996,Atlanta,Équitation,Concours complet d'équitation, Vaughn Jefferis,Nouvelle-Zélande,Men,Équipe,Bronze
1996,Atlanta,Équitation,Concours complet d'équitation, Andrew Nicholson,Nouvelle-Zélande,Men,Équipe,Bronze
1996,Atlanta,Équitation,Concours complet d'équitation, Blyth Tait,Nouvelle-Zélande,Men,Équipe,Bronze
1996,Atlanta,Équitation,Concours complet d'équitation, Phillip Dutton,Australie,Men,Équipe,Or
1996,Atlanta,Équitation,Concours complet d'équitation, Andrew Hoy,Australie,Men,Équipe,Or
1996,Atlanta,Équitation,Concours complet d'équitation, Bruce Oram Davidson,États-Unis,Men,Équipe,Argent
1996,Atlanta,Équitation,Concours complet d'équitation, David O'Connor,États-Unis,Men,Équipe,Argent
1996,Atlanta,Équitation,Concours complet d'équitation, Victoria Jean Latta,Nouvelle-Zélande,Women,Équipe,Bronze
1996,Atlanta,Équitation,Concours complet d'équitation, Gillian Rolton,Australie,Women,Équipe,Or
1996,Atlanta,Équitation,Concours complet d'équitation, Wendy Schaeffer,Australie,Women,Équipe,Or
1996,Atlanta,Équitation,Concours complet d'équitation, Jill Henneberg,États-Unis,Women,Équipe,Argent
1996,Atlanta,Équitation,Concours complet d'équitation, Karen O'Connor,États-Unis,Women,Équipe,Argent
1996,Atlanta,Équitation,Sauter, Ulrich Kirchhoff,Allemagne,Men,Individuel,Or
1996,Atlanta,Équitation,Sauter, Wilhelm Melliger,Suisse,Men,Individuel,Argent
1996,Atlanta,Équitation,Sauter, Alexandra Ledermann,France,Women,Individuel,Bronze
1996,Atlanta,Équitation,Sauter, Luiz Felipe Azevedo,Brésil,Men,Équipe,Bronze
1996,Atlanta,Équitation,Sauter, Andre Johannpeter,Brésil,Men,Équipe,Bronze
1996,Atlanta,Équitation,Sauter, Alvaro Miranda Neto,Brésil,Men,Équipe,Bronze
1996,Atlanta,Équitation,Sauter, Rodrigo Pessoa,Brésil,Men,Équipe,Bronze
1996,Atlanta,Équitation,Sauter, Ludger Beerbaum,Allemagne,Men,Équipe,Or
1996,Atlanta,Équitation,Sauter, Ulrich Kirchhoff,Allemagne,Men,Équipe,Or
1996,Atlanta,Équitation,Sauter, Lars Nieberg,Allemagne,Men,Équipe,Or
1996,Atlanta,Équitation,Sauter, Franke Sloothaak,Allemagne,Men,Équipe,Or
1996,Atlanta,Équitation,Sauter, Peter Leone,États-Unis,Men,Équipe,Argent
1996,Atlanta,Équitation,Sauter, Michael Matz,États-Unis,Men,Équipe,Argent
1996,Atlanta,Équitation,Sauter, Leslie Michele Burr-Howard,États-Unis,Women,Équipe,Argent
1996,Atlanta,Équitation,Sauter, Anne Kindig Kursinski,États-Unis,Women,Équipe,Argent
1996,Atlanta,Clôture,Clôture, Geza Imre,Hongrie,Men,Épée individuelle,Bronze
1996,Atlanta,Clôture,Clôture, Aleksandr Beketov,Russie,Men,Épée individuelle,Or
1996,Atlanta,Clôture,Clôture, Ivan Trevejo,Cuba,Men,Épée individuelle,Argent
1996,Atlanta,Clôture,Clôture, Gyoengyi Szalay Horvathne,Hongrie,Women,Épée individuelle,Bronze
1996,Atlanta,Clôture,Clôture, Laura Flessel-Colovic,France,Women,Épée individuelle,Or
1996,Atlanta,Clôture,Clôture, Valerie Barlois,France,Women,Épée individuelle,Argent
1996,Atlanta,Clôture,Clôture, Jean-Michel Henry,France,Men,Équipe Épée,Bronze
1996,Atlanta,Clôture,Clôture, Robert Leroux,France,Men,Équipe Épée,Bronze
1996,Atlanta,Clôture,Clôture, Eric Srecki,France,Men,Équipe Épée,Bronze
1996,Atlanta,Clôture,Clôture, Sandro Cuomo,Italie,Men,Équipe Épée,Or
1996,Atlanta,Clôture,Clôture, Angelo Mazzoni,Italie,Men,Équipe Épée,Or
1996,Atlanta,Clôture,Clôture, Maurizio Randazzo,Italie,Men,Équipe Épée,Or
1996,Atlanta,Clôture,Clôture, Aleksandr Beketov,Russie,Men,Équipe Épée,Argent
1996,Atlanta,Clôture,Clôture, Pavel Kolobkov,Russie,Men,Équipe Épée,Argent
1996,Atlanta,Clôture,Clôture, Valeri Zakharevitch,Russie,Men,Équipe Épée,Argent
1996,Atlanta,Clôture,Clôture, Karina Aznavourian,Russie,Women,Équipe Épée,Bronze
1996,Atlanta,Clôture,Clôture, Yuliya Garayeva,Russie,Women,Équipe Épée,Bronze
1996,Atlanta,Clôture,Clôture, Mariya Mazina,Russie,Women,Équipe Épée,Bronze
1996,Atlanta,Clôture,Clôture, Valerie Barlois,France,Women,Équipe Épée,Or
1996,Atlanta,Clôture,Clôture, Laura Flessel-Colovic,France,Women,Équipe Épée,Or
1996,Atlanta,Clôture,Clôture, Sophie Moresee-Pichot,France,Women,Équipe Épée,Or
1996,Atlanta,Clôture,Clôture, Laura Chiesa,Italie,Women,Équipe Épée,Argent
1996,Atlanta,Clôture,Clôture, Elisa Uga,Italie,Women,Équipe Épée,Argent
1996,Atlanta,Clôture,Clôture, Margherita Zalaffi,Italie,Women,Équipe Épée,Argent
1996,Atlanta,Clôture,Clôture, Franck Boidin,France,Men,Feuille individuelle,Bronze
1996,Atlanta,Clôture,Clôture, Alessandro Puccini,Italie,Men,Feuille individuelle,Or
1996,Atlanta,Clôture,Clôture, Lionel Plumenail,France,Men,Feuille individuelle,Argent
1996,Atlanta,Clôture,Clôture, Giovanna Trillini,Italie,Women,Feuille individuelle,Bronze
1996,Atlanta,Clôture,Clôture, Laura Gabriela Carlescu Badea,Roumanie,Women,Feuille individuelle,Or
1996,Atlanta,Clôture,Clôture, Valentina Vezzali,Italie,Women,Feuille individuelle,Argent
1996,Atlanta,Clôture,Clôture, Oscar Garcia Perez,Cuba,Men,Équipe de la feuille d'aluminium,Bronze
1996,Atlanta,Clôture,Clôture, Elvis Gregory,Cuba,Men,Équipe de la feuille d'aluminium,Bronze
1996,Atlanta,Clôture,Clôture, Rolando Samuel Tucker Leon,Cuba,Men,Équipe de la feuille d'aluminium,Bronze
1996,Atlanta,Clôture,Clôture, Ilgar Mamedov,Russie,Men,Équipe de la feuille d'aluminium,Or
1996,Atlanta,Clôture,Clôture, Vladislav Pavlovich,Russie,Men,Équipe de la feuille d'aluminium,Or
1996,Atlanta,Clôture,Clôture, Dmitri Shevchenko,Russie,Men,Équipe de la feuille d'aluminium,Or
1996,Atlanta,Clôture,Clôture, Piotr Kielpikowski,Pologne,Men,Équipe de la feuille d'aluminium,Argent
1996,Atlanta,Clôture,Clôture, Adam Krzesinski,Pologne,Men,Équipe de la feuille d'aluminium,Argent
1996,Atlanta,Clôture,Clôture, Ryszard Sobczak,Pologne,Men,Équipe de la feuille d'aluminium,Argent
1996,Atlanta,Clôture,Clôture, Sabine Christiane Bau,Allemagne,Women,Équipe de la feuille d'aluminium,Bronze
1996,Atlanta,Clôture,Clôture, Anja Fichtel-Mauritz,Allemagne,Women,Équipe de la feuille d'aluminium,Bronze
1996,Atlanta,Clôture,Clôture, Monika Weber-Koszto,Allemagne,Women,Équipe de la feuille d'aluminium,Bronze
1996,Atlanta,Clôture,Clôture, Francesca Bortolozzi Borella,Italie,Women,Équipe de la feuille d'aluminium,Or
1996,Atlanta,Clôture,Clôture, Giovanna Trillini,Italie,Women,Équipe de la feuille d'aluminium,Or
1996,Atlanta,Clôture,Clôture, Valentina Vezzali,Italie,Women,Équipe de la feuille d'aluminium,Or
1996,Atlanta,Clôture,Clôture, Laura Gabriela Carlescu Badea,Roumanie,Women,Équipe de la feuille d'aluminium,Argent
1996,Atlanta,Clôture,Clôture, Roxana Scarlat,Roumanie,Women,Équipe de la feuille d'aluminium,Argent
1996,Atlanta,Clôture,Clôture, Reka Zsofia Szabo-Lazar,Roumanie,Women,Équipe de la feuille d'aluminium,Argent
1996,Atlanta,Clôture,Clôture, Damien Touya,France,Men,Sabre individuel,Bronze
1996,Atlanta,Clôture,Clôture, Stanislav Pozdnyakov,Russie,Men,Sabre individuel,Or
1996,Atlanta,Clôture,Clôture, Serguei Charikov,Russie,Men,Sabre individuel,Argent
1996,Atlanta,Clôture,Clôture, Raffaello Caserta,Italie,Men,Équipe Sabre,Bronze
1996,Atlanta,Clôture,Clôture, Luigi Tarantino,Italie,Men,Équipe Sabre,Bronze
1996,Atlanta,Clôture,Clôture, Tonhi Terenzi,Italie,Men,Équipe Sabre,Bronze
1996,Atlanta,Clôture,Clôture, Serguei Charikov,Russie,Men,Équipe Sabre,Or
1996,Atlanta,Clôture,Clôture, Grigorii Kiriyenko,Russie,Men,Équipe Sabre,Or
1996,Atlanta,Clôture,Clôture, Stanislav Pozdnyakov,Russie,Men,Équipe Sabre,Or
1996,Atlanta,Clôture,Clôture, Csaba Koves,Hongrie,Men,Équipe Sabre,Argent
1996,Atlanta,Clôture,Clôture, Jozsef Navarrete,Hongrie,Men,Équipe Sabre,Argent
1996,Atlanta,Clôture,Clôture, Bence Szabo,Hongrie,Men,Équipe Sabre,Argent
1996,Atlanta,Football,Football,Aldair,Brésil,Men,Football,Bronze
1996,Atlanta,Football,Football,Amaral,Brésil,Men,Football,Bronze
1996,Atlanta,Football,Football,Andre Luiz,Brésil,Men,Football,Bronze
1996,Atlanta,Football,Football, Jose Roberto Bebeto,Brésil,Men,Football,Bronze
1996,Atlanta,Football,Football,Danrlei,Brésil,Men,Football,Bronze
1996,Atlanta,Football,Football,Dida,Brésil,Men,Football,Bronze
1996,Atlanta,Football,Football,Flavio Conceicao,Brésil,Men,Football,Bronze
1996,Atlanta,Football,Football, RONALDO Guiaro,Brésil,Men,Football,Bronze
1996,Atlanta,Football,Football,Juninho,Brésil,Men,Football,Bronze
1996,Atlanta,Football,Football,Luizao,Brésil,Men,Football,Bronze
1996,Atlanta,Football,Football,Marcelinho Paulista,Brésil,Men,Football,Bronze
1996,Atlanta,Football,Football,Narciso,Brésil,Men,Football,Bronze
1996,Atlanta,Football,Football,Rivaldo,Brésil,Men,Football,Bronze
1996,Atlanta,Football,Football,Roberto Carlos,Brésil,Men,Football,Bronze
1996,Atlanta,Football,Football, Ronaldo Luis Nazario de LIMA Ronaldo,Brésil,Men,Football,Bronze
1996,Atlanta,Football,Football,Savio,Brésil,Men,Football,Bronze
1996,Atlanta,Football,Football,Ze Elias,Brésil,Men,Football,Bronze
1996,Atlanta,Football,Football,Ze Maria,Brésil,Men,Football,Bronze
1996,Atlanta,Football,Football, Daniel Amokachi,Nigeria,Men,Football,Or
1996,Atlanta,Football,Football, Emmanuel Amunike,Nigeria,Men,Football,Or
1996,Atlanta,Football,Football, Tijani Babangida,Nigeria,Men,Football,Or
1996,Atlanta,Football,Football, Celestine Babayaro,Nigeria,Men,Football,Or
1996,Atlanta,Football,Football, Emmanuel Babayaro,Nigeria,Men,Football,Or
1996,Atlanta,Football,Football, Joseph Dosu,Nigeria,Men,Football,Or
1996,Atlanta,Football,Football, Teslim Fatusi,Nigeria,Men,Football,Or
1996,Atlanta,Football,Football, Victor Ikpeba,Nigeria,Men,Football,Or
1996,Atlanta,Football,Football, Nwankwo Kanu,Nigeria,Men,Football,Or
1996,Atlanta,Football,Football, Garba Lawal,Nigeria,Men,Football,Or
1996,Atlanta,Football,Football, Abiodon Obafemi,Nigeria,Men,Football,Or
1996,Atlanta,Football,Football, Mobi Obaraku,Nigeria,Men,Football,Or
1996,Atlanta,Football,Football, Kingsley Obiekwu,Nigeria,Men,Football,Or
1996,Atlanta,Football,Football, Augustine Okocha,Nigeria,Men,Football,Or
1996,Atlanta,Football,Football, Sunday Oliseh,Nigeria,Men,Football,Or
1996,Atlanta,Football,Football, Wilson Oruma,Nigeria,Men,Football,Or
1996,Atlanta,Football,Football, Okechukwu Uche,Nigeria,Men,Football,Or
1996,Atlanta,Football,Football, Taribo West,Nigeria,Men,Football,Or
1996,Atlanta,Football,Football, Matias Almeyda,Argentine,Men,Football,Argent
1996,Atlanta,Football,Football, Roberto Ayala,Argentine,Men,Football,Argent
1996,Atlanta,Football,Football, Christian Bassedas,Argentine,Men,Football,Argent
1996,Atlanta,Football,Football, Carlos Bossio,Argentine,Men,Football,Argent
1996,Atlanta,Football,Football, Pablo Cavallero,Argentine,Men,Football,Argent
1996,Atlanta,Football,Football, Jose Antonio Chamot,Argentine,Men,Football,Argent
1996,Atlanta,Football,Football, Hernan Crespo,Argentine,Men,Football,Argent
1996,Atlanta,Football,Football, Marcelo Delgado,Argentine,Men,Football,Argent
1996,Atlanta,Football,Football, Marcelo Gallardo,Argentine,Men,Football,Argent
1996,Atlanta,Football,Football, Claudio Lopez,Argentine,Men,Football,Argent
1996,Atlanta,Football,Football, Gustavo Lopez,Argentine,Men,Football,Argent
1996,Atlanta,Football,Football, Hugo Morales,Argentine,Men,Football,Argent
1996,Atlanta,Football,Football, Ariel Ortega,Argentine,Men,Football,Argent
1996,Atlanta,Football,Football, Pablo Paz,Argentine,Men,Football,Argent
1996,Atlanta,Football,Football, Hector Pineda,Argentine,Men,Football,Argent
1996,Atlanta,Football,Football, Roberto Sensini,Argentine,Men,Football,Argent
1996,Atlanta,Football,Football, Diego Simeone,Argentine,Men,Football,Argent
1996,Atlanta,Football,Football, Javier Zanetti,Argentine,Men,Football,Argent
1996,Atlanta,Football,Football, Ann Kristin Aarones,Norvège,Women,Football,Bronze
1996,Atlanta,Football,Football, Agnete Carlsen,Norvège,Women,Football,Bronze
1996,Atlanta,Football,Football, Gro Espeseth,Norvège,Women,Football,Bronze
1996,Atlanta,Football,Football, Tone Gunn Frustol,Norvège,Women,Football,Bronze
1996,Atlanta,Football,Football, Tone Haugen,Norvège,Women,Football,Bronze
1996,Atlanta,Football,Football, Linda Medalen,Norvège,Women,Football,Bronze
1996,Atlanta,Football,Football, Merete Myklebust,Norvège,Women,Football,Bronze
1996,Atlanta,Football,Football, Bente Nordby,Norvège,Women,Football,Bronze
1996,Atlanta,Football,Football, Anne Nymark Andersen,Norvège,Women,Football,Bronze
1996,Atlanta,Football,Football, Nina Nymark Andersen,Norvège,Women,Football,Bronze
1996,Atlanta,Football,Football, Marianne Pettersen,Norvège,Women,Football,Bronze
1996,Atlanta,Football,Football, Hege Riise,Norvège,Women,Football,Bronze
1996,Atlanta,Football,Football, Brit Sandaune,Norvège,Women,Football,Bronze
1996,Atlanta,Football,Football, Reidun Seth,Norvège,Women,Football,Bronze
1996,Atlanta,Football,Football, Heidi Stoere,Norvège,Women,Football,Bronze
1996,Atlanta,Football,Football, Tina Svensson,Norvège,Women,Football,Bronze
1996,Atlanta,Football,Football, Trine Tangeraas,Norvège,Women,Football,Bronze
1996,Atlanta,Football,Football, Kjersti Thun,Norvège,Women,Football,Bronze
1996,Atlanta,Football,Football, Michelle Akers,États-Unis,Women,Football,Or
1996,Atlanta,Football,Football, Brandi Chastain,États-Unis,Women,Football,Or
1996,Atlanta,Football,Football, Joy Fawcett,États-Unis,Women,Football,Or
1996,Atlanta,Football,Football, Julie Foudy,États-Unis,Women,Football,Or
1996,Atlanta,Football,Football, Carin Gabarra,États-Unis,Women,Football,Or
1996,Atlanta,Football,Football, Mia Hamm,États-Unis,Women,Football,Or
1996,Atlanta,Football,Football, Mary Harvey,États-Unis,Women,Football,Or
1996,Atlanta,Football,Football, Kristine Lilly,États-Unis,Women,Football,Or
1996,Atlanta,Football,Football, Shannon Macmillan,États-Unis,Women,Football,Or
1996,Atlanta,Football,Football, Tiffeny Milbrett,États-Unis,Women,Football,Or
1996,Atlanta,Football,Football, Carla Overbeck,États-Unis,Women,Football,Or
1996,Atlanta,Football,Football, Cindy Parlow,États-Unis,Women,Football,Or
1996,Atlanta,Football,Football, Tiffany Roberts,États-Unis,Women,Football,Or
1996,Atlanta,Football,Football, Briana Scurry,États-Unis,Women,Football,Or
1996,Atlanta,Football,Football, Tisha Venturini,États-Unis,Women,Football,Or
1996,Atlanta,Football,Football, Staci Wilson,États-Unis,Women,Football,Or
1996,Atlanta,Football,Football, Yufeng Chen,Chine,Women,Football,Argent
1996,Atlanta,Football,Football, Yunjie Fan,Chine,Women,Football,Argent
1996,Atlanta,Football,Football, Hong Gao,Chine,Women,Football,Argent
1996,Atlanta,Football,Football, Ailing Liu,Chine,Women,Football,Argent
1996,Atlanta,Football,Football, Ying Liu,Chine,Women,Football,Argent
1996,Atlanta,Football,Football, Guihong Shi,Chine,Women,Football,Argent
